Date,Day,Rounds Played,temp,temp_min,temp_max,humidity,wind_speed,wind_gust,rain_1h,RoundsRange
2023-12-30,Saturday,165,42.93,39.97,42.98,71,4,7,,160-179
2023-12-31,Sunday,120,43.27,42.98,45.99,79,5.14,,,120-139
2024-01-01,Monday,53,52.88,51.98,52.99,87,1.01,1.99,,40-59
2024-01-02,Tuesday,67,48.94,46.98,48.97,56,5.99,10,,60-79
2024-01-03,Wednesday,14,47.25,46.98,48.97,83,5.99,10,,0-19
2024-01-04,Thursday,101,47.08,44.98,47.98,71,3,8.01,,100-119
2024-01-05,Friday,43,44.42,43.99,46.98,76,7,8.99,,40-59
2024-01-06,Saturday,113,59.81,57.97,59.99,90,15.01,21.99,,100-119
2024-01-07,Sunday,78,46.24,44.98,47.98,83,1.99,5.99,,60-79
2024-01-08,Monday,3,50.97,49.98,50.99,73,4,8.01,,0-19
2024-01-09,Tuesday,27,74.46,68.99,74.98,86,17,28.99,0.25,20-39
2024-01-10,Wednesday,46,44.22,40.98,45.99,59,4,8.01,,40-59
2024-01-11,Thursday,87,50.95,48.97,50.99,77,4,5.99,,80-99
2024-01-12,Friday,43,66.81,63.99,66.97,84,11.01,18.99,,40-59
2024-01-13,Saturday,116,46.96,44.98,46.98,37,10,21.99,,100-119
2024-01-14,Sunday,157,42.28,41.99,45.99,72,2.06,,,140-159
2024-01-15,Monday,74,51.69,50.99,55.98,76,3,8.01,,60-79
2024-01-16,Tuesday,0,37.8,35.98,37.98,85,17,28.99,0.25,0-19
2024-01-17,Wednesday,7,27.95,25.99,27.99,57,8.01,11.01,,0-19
2024-01-18,Thursday,56,38.05,33.98,38.98,66,7,11.99,,40-59
2024-01-19,Friday,87,63.66,60.98,63.99,94,5.01,8.99,0.37,80-99
2024-01-20,Saturday,61,39.94,37.98,39.97,56,5.99,15.01,,60-79
2024-01-21,Sunday,50,35.94,33.98,35.98,39,7,13,,40-59
2024-01-22,Monday,52,47.46,44.98,49.1,56,10.49,26.44,,40-59
2024-01-23,Tuesday,32,61.12,57.97,62.69,87,10.65,26.42,,20-39
2024-01-24,Wednesday,28,67.48,62.98,67.98,89,10,20,0.25,20-39
2024-01-25,Thursday,3,69.87,68.99,69.98,94,4,10,,0-19
2024-01-26,Friday,14,67.17,61.99,67.98,90,7.16,18.39,0.42,0-19
2024-01-27,Saturday,23,60.57,59.99,63.99,88,4,11.01,,20-39
2024-01-28,Sunday,102,51.42,50.99,53.98,81,8.99,11.99,,100-119
2024-01-29,Monday,79,46.54,42.98,46.98,83,4,11.99,,60-79
2024-01-30,Tuesday,74,49.98,49.98,49.98,75,1.01,1.99,,60-79
2024-01-31,Wednesday,82,52.99,51.98,52.99,80,3,7,,80-99
2024-02-01,Thursday,79,51.98,51.98,53.98,69,4.72,4.76,,60-79
2024-02-02,Friday,131,54.66,51.98,54.99,86,1.99,3,,120-139
2024-02-03,Saturday,47,54.99,53.98,54.99,86,1.99,3,,40-59
2024-02-04,Sunday,25,60.12,58.98,60.98,89,4,7,1.34,20-39
2024-02-05,Monday,22,54.37,52.99,56.98,79,5.01,11.01,,20-39
2024-02-06,Tuesday,62,49.84,48.97,54.99,73,5.01,10,,60-79
2024-02-07,Wednesday,74,53.98,53.98,57.97,71,1.99,8.01,,60-79
2024-02-08,Thursday,70,55.58,54.99,58.98,75,10,15.01,,60-79
2024-02-09,Friday,83,59.43,58.98,61.99,82,5.01,8.99,,80-99
2024-02-10,Saturday,55,62.24,61.99,64.98,81,5.01,10,,40-59
2024-02-11,Sunday,57,67.41,66.97,69.98,84,7,11.01,,40-59
2024-02-12,Monday,61,68.4,67.98,70.99,86,5.99,11.01,,60-79
2024-02-13,Tuesday,0,46.29,45.99,47.98,60,8.99,18.01,,0-19
2024-02-14,Wednesday,68,49.98,49.98,50.99,75,5.37,6.29,,60-79
2024-02-15,Thursday,94,50.7,49.98,54.99,71,4.27,5.17,,80-99
2024-02-16,Friday,38,55.58,54.99,58.98,71,3,4,,20-39
2024-02-17,Saturday,49,58.42,57.97,60.98,90,1.99,4,0.25,40-59
2024-02-18,Sunday,135,41.45,40.98,43.99,54,8.99,18.01,,120-139
2024-02-19,Monday,76,46.98,46.98,48.97,54,3,8.01,,60-79
2024-02-20,Tuesday,63,47.98,47.98,47.98,68,1.01,1.99,,60-79
2024-02-21,Wednesday,88,51.73,50.99,55.98,84,3,4,,80-99
2024-02-22,Thursday,90,55.42,54.99,57.97,78,3,8.01,,80-99
2024-02-23,Friday,120,62.42,61.99,64.98,86,5.01,8.99,,120-139
2024-02-24,Saturday,207,54.77,53.98,62.98,53,4,7,,Out of Range
2024-02-25,Sunday,161,56.98,56.98,57.97,74,1.01,1.99,,160-179
2024-02-26,Monday,92,56.41,55.98,58.98,77,1.99,4,,80-99
2024-02-27,Tuesday,81,63.57,62.98,66.97,84,5.99,11.99,,80-99
2024-02-28,Wednesday,93,67.57,66.97,70.99,81,10,15.99,,80-99
2024-02-29,Thursday,82,57.27,56.98,58.98,44,14,21.99,,80-99
2024-03-01,Friday,36,56.37,53.11,59.45,85,9.62,20.6,,20-39
2024-03-02,Saturday,154,58.96,57.97,58.98,90,4,8.99,,140-159
2024-03-03,Sunday,154,61.41,60.98,63.99,87,5.01,8.99,,140-159
2024-03-04,Monday,20,66.42,65.98,68.99,86,8.99,14,,20-39
2024-03-05,Tuesday,3,67.21,66.72,67.98,91,8.72,17.02,,0-19
