Date,Day,Rounds Played,dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
2023-05-20,Saturday,185,1684558800,2023-05-20 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,78.12,,71.08,79.34,76.98,78.98,1014,,,79,4,201,5.99,,,,,100,804,Clouds,overcast clouds,04n
2023-05-21,Sunday,139,1684645200,2023-05-21 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,74.14,,71.35,75.52,73.98,74.98,1015,,,91,1.01,328,1.99,0.51,,,,78,500,Rain,light rain,10n
2023-05-22,Monday,92,1684731600,2023-05-22 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,74.98,,67.28,75.79,74.98,74.98,1013,,,77,3,47,5.99,,,,,12,801,Clouds,few clouds,02n
2023-05-23,Tuesday,92,1684818000,2023-05-23 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,75.65,,65.17,76.21,72.99,79.99,1011,,,70,1.57,195,,,,,,20,801,Clouds,few clouds,02n
2023-05-24,Wednesday,89,1684904400,2023-05-24 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,76.24,,68.13,77.14,75.97,77.99,1011,,,76,11.01,82,18.99,0.4,,,,52,500,Rain,light rain,10n
2023-05-25,Thursday,95,1684990800,2023-05-25 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,72.99,,66.45,73.74,70.99,72.99,1012,,,80,4,111,15.01,,,,,47,802,Clouds,scattered clouds,03n
2023-05-26,Friday,151,1685077200,2023-05-26 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,70.99,,59.9,70.99,69.98,76.98,1011,,,68,1.99,87,5.99,,,,,92,804,Clouds,overcast clouds,04n
2023-05-27,Saturday,186,1685163600,2023-05-27 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,72.48,,62.55,72.77,68.99,76.98,1014,,,71,1.99,272,3,,,,,29,802,Clouds,scattered clouds,03n
2023-05-28,Sunday,210,1685250000,2023-05-28 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,69.44,,59.23,69.37,68.99,71.98,1015,,,70,3,185,5.01,,,,,29,802,Clouds,scattered clouds,03n
2023-05-29,Monday,156,1685336400,2023-05-29 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,74.05,,66.76,74.82,69.98,74.98,1014,,,78,1.99,270,3,,,,,99,804,Clouds,overcast clouds,04n
2023-05-30,Tuesday,72,1685422800,2023-05-30 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,76.95,,67.23,77.72,74.98,76.98,1012,,,72,1.99,197,4,,,,,99,804,Clouds,overcast clouds,04n
2023-05-31,Wednesday,75,1685509200,2023-05-31 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,74.1,,69.3,75.2,72.99,74.98,1012,,,85,3.74,198,,,,,,18,801,Clouds,few clouds,02n
2023-06-01,Thursday,97,1685595600,2023-06-01 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,76.24,,66.16,76.91,74.98,77.99,1011,,,71,1.01,154,5.99,,,,,3,800,Clear,sky is clear,01n
2023-06-02,Friday,147,1685682000,2023-06-02 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,76.33,,67.05,77.09,72.99,78.98,1012,,,73,1.99,20,5.01,,,,,26,802,Clouds,scattered clouds,03n
2023-06-03,Saturday,150,1685768400,2023-06-03 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,77.25,,68.32,78.15,76.98,78.98,1009,,,74,3,293,8.01,,,,,17,801,Clouds,few clouds,02n
2023-06-04,Sunday,159,1685854800,2023-06-04 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,78.12,,65.39,78.67,76.98,78.98,1008,,,65,1.99,25,5.01,,,,,19,801,Clouds,few clouds,02n
2023-06-05,Monday,0,1685941200,2023-06-05 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,70.07,,67.01,71.01,69.98,70.99,1010,,,90,3,132,5.01,3.81,,,,97,501,Rain,moderate rain,10n
2023-06-06,Tuesday,0,1686027600,2023-06-06 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,76.26,,68.14,77.16,74.98,77.99,1012,,,76,4,170,7,,,,,43,802,Clouds,scattered clouds,03n
2023-06-07,Wednesday,108,1686114000,2023-06-07 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,73.36,,67.19,74.21,70.99,75.97,1011,,,81,1.01,241,1.99,,,,,74,803,Clouds,broken clouds,04n
2023-06-08,Thursday,97,1686200400,2023-06-08 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,76.06,,69.44,77.13,72.99,76.98,1008,,,80,3,325,4,,,,,25,802,Clouds,scattered clouds,03n
2023-06-09,Friday,144,1686286800,2023-06-09 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,73.54,,71.08,74.93,72.99,76.98,1009,,,92,1.99,301,3,,,,,74,803,Clouds,broken clouds,04n
2023-06-10,Saturday,161,1686373200,2023-06-10 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,80.11,,71.47,83.79,79.99,81.99,1009,,,75,5.01,297,8.01,,,,,19,801,Clouds,few clouds,02n
2023-06-11,Sunday,192,1686459600,2023-06-11 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,78.12,,68.76,79.05,76.98,78.98,1009,,,73,1.99,181,5.01,,,,,97,804,Clouds,overcast clouds,04n
2023-06-12,Monday,54,1686546000,2023-06-12 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,79.25,,71.42,79.25,78.98,80.98,1010,,,77,7,299,11.01,,,,,9,800,Clear,sky is clear,01n
2023-06-13,Tuesday,81,1686632400,2023-06-13 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,81.12,,71.65,85.37,79.99,81.99,1011,,,73,1.99,235,4,,,,,16,801,Clouds,few clouds,02n
2023-06-14,Wednesday,74,1686718800,2023-06-14 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,81.14,,75.49,87.37,80.98,81.99,1010,,,83,3,253,8.01,,,,,100,804,Clouds,overcast clouds,04n
2023-06-15,Thursday,69,1686805200,2023-06-15 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,82.98,,76.53,91.56,82.98,82.98,1008,,,81,1.99,41,5.01,,,,,97,804,Clouds,overcast clouds,04n
2023-06-16,Friday,146,1686891600,2023-06-16 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,81.12,,76.17,87.75,80.98,81.99,1010,,,85,8.01,245,11.01,,,,,41,802,Clouds,scattered clouds,03n
2023-06-17,Saturday,177,1686978000,2023-06-17 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,81.12,,75.47,87.31,80.98,81.99,1011,,,83,5.99,247,10,,,,,77,803,Clouds,broken clouds,04n
2023-06-18,Sunday,119,1687064400,2023-06-18 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,83.1,,77.76,92.89,81.99,83.98,1010,,,84,8.01,263,11.01,,,,,18,801,Clouds,few clouds,02n
2023-06-19,Monday,74,1687150800,2023-06-19 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,83.1,,76.28,91.58,81.99,83.98,1009,,,80,7,226,11.01,,,,,3,800,Clear,sky is clear,01n
2023-06-20,Tuesday,38,1687237200,2023-06-20 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,76.41,,70.14,77.56,75.97,78.98,1012,,,81,3,29,13,,,,,8,800,Clear,sky is clear,01n
2023-06-21,Wednesday,74,1687323600,2023-06-21 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,75.94,,68.95,76.95,73.98,75.97,1008,,,79,4,250,5.99,,,,,15,801,Clouds,few clouds,02n
2023-06-22,Thursday,67,1687410000,2023-06-22 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,78.12,,71.44,79.39,77.99,78.98,1008,,,80,3,312,8.01,,,,,11,801,Clouds,few clouds,02n
2023-06-23,Friday,130,1687496400,2023-06-23 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,78.12,,72.18,79.48,76.98,78.98,1011,,,82,3,264,7,,,,,25,802,Clouds,scattered clouds,03n
2023-06-24,Saturday,138,1687582800,2023-06-24 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,81.12,,72.05,85.55,79.99,81.99,1014,,,74,4,143,8.01,,,,,5,800,Clear,sky is clear,01n
2023-06-25,Sunday,130,1687669200,2023-06-25 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,80.28,,76.05,85.91,79.99,81.99,1014,,,87,1.01,243,5.01,,,,,10,800,Clear,sky is clear,01n
2023-06-26,Monday,52,1687755600,2023-06-26 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,82.11,,76.42,89.85,81.99,82.98,1013,,,83,5.01,265,11.01,,,,,88,804,Clouds,overcast clouds,04n
2023-06-27,Tuesday,70,1687842000,2023-06-27 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,82.11,,76.78,90.14,80.98,82.98,1012,,,84,5.01,241,8.01,,,,,4,800,Clear,sky is clear,01n
2023-06-28,Wednesday,64,1687928400,2023-06-28 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,84.97,,77.72,96.3,84.97,85.98,1010,,,79,7,242,13,,,,,23,801,Clouds,few clouds,02n
2023-06-29,Thursday,62,1688014800,2023-06-29 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,87.12,,76.98,98.89,86.99,87.98,1013,,,72,5.01,301,10,,,,,15,801,Clouds,few clouds,02n
2023-06-30,Friday,86,1688101200,2023-06-30 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,87.12,,76.57,98.38,85.98,87.98,1014,,,71,5.01,156,8.01,,,,,2,800,Clear,sky is clear,01n
2023-07-01,Saturday,106,1688187600,2023-07-01 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,84.97,,73.22,91.9,84.97,84.97,1013,,,68,1.99,96,4,,,,,72,803,Clouds,broken clouds,04n
2023-07-02,Sunday,102,1688274000,2023-07-02 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,85.24,,74.77,93.67,84.97,86.99,1014,,,71,5.01,195,7,,,,,1,800,Clear,sky is clear,01n
2023-07-03,Monday,62,1688360400,2023-07-03 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,85.12,,72.48,91.49,84.97,85.98,1013,,,66,7,181,11.99,,,,,9,800,Clear,sky is clear,01n
2023-07-04,Tuesday,113,1688446800,2023-07-04 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,84.09,,74.5,91.69,81.99,84.97,1015,,,73,5.01,214,8.99,,,,,71,803,Clouds,broken clouds,04n
2023-07-05,Wednesday,61,1688533200,2023-07-05 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,81.99,,70.81,86.2,81.99,81.99,1018,,,69,5.01,146,11.99,,,,,14,801,Clouds,few clouds,02n
2023-07-06,Thursday,85,1688619600,2023-07-06 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,80.1,,72.61,84.16,77.99,80.98,1018,,,78,1.01,199,5.99,,,,,100,804,Clouds,overcast clouds,04n
2023-07-07,Friday,109,1688706000,2023-07-07 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,81.99,,71.65,86.63,81.99,83.98,1015,,,71,3,351,18.99,,,,,95,804,Clouds,overcast clouds,04n
2023-07-08,Saturday,173,1688792400,2023-07-08 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,82.11,,74.95,88.81,80.98,82.98,1013,,,79,3,248,8.01,,,,,61,803,Clouds,broken clouds,04n
2023-07-09,Sunday,111,1688878800,2023-07-09 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,82.09,,74.93,88.77,79.99,82.98,1012,,,79,5.01,243,10,,,,,10,800,Clear,sky is clear,01n
2023-07-10,Monday,29,1688965200,2023-07-10 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,82.11,,76.42,89.85,80.98,82.98,1013,,,83,5.01,261,10,,,,,95,804,Clouds,overcast clouds,04n
2023-07-11,Tuesday,101,1689051600,2023-07-11 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,81.1,,75.45,87.28,79.99,81.99,1014,,,83,5.01,211,7,,,,,8,800,Clear,sky is clear,01n
2023-07-12,Wednesday,77,1689138000,2023-07-12 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,80.44,,74.8,85.66,75.97,80.98,1015,,,83,4,151,8.99,,,,,99,804,Clouds,overcast clouds,04n
2023-07-13,Thursday,103,1689224400,2023-07-13 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,83.1,,78.48,93.58,81.99,83.98,1014,,,86,5.99,189,10,,,,,45,802,Clouds,scattered clouds,03n
2023-07-14,Friday,110,1689310800,2023-07-14 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,82.26,,75.47,89.42,81.99,83.98,1013,,,80,4,246,8.01,,,,,24,801,Clouds,few clouds,02n
2023-07-15,Saturday,155,1689397200,2023-07-15 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,82.26,,75.47,89.42,81.99,83.98,1013,,,80,4,224,8.99,,,,,53,803,Clouds,broken clouds,04n
2023-07-16,Sunday,113,1689483600,2023-07-16 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,83.25,,75.67,91.29,82.98,84.97,1015,,,78,5.99,272,11.01,,,,,4,800,Clear,sky is clear,01n
2023-07-17,Monday,61,1689570000,2023-07-17 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,77.56,,73.38,79.11,73.98,77.99,1016,,,87,4,182,7,,,,,100,804,Clouds,overcast clouds,04n
2023-07-18,Tuesday,77,1689656400,2023-07-18 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,82.98,,75.4,90.63,82.98,82.98,1018,,,78,1.01,246,4,,,,,8,800,Clear,sky is clear,01n
2023-07-19,Wednesday,76,1689742800,2023-07-19 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,84.97,,78.1,96.73,84.97,84.97,1020,,,80,4,185,5.99,,,,,6,800,Clear,sky is clear,01n
2023-07-20,Thursday,106,1689829200,2023-07-20 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,84.24,,74.64,92.03,82.98,85.98,1019,,,73,3,227,5.99,,,,,9,800,Clear,sky is clear,01n
2023-07-21,Friday,107,1689915600,2023-07-21 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,85.24,,76.01,94.89,84.97,86.99,1015,,,74,5.01,203,8.01,,,,,0,800,Clear,sky is clear,01n
2023-07-22,Saturday,170,1690002000,2023-07-22 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,85.1,,76.28,94.93,83.98,85.98,1013,,,75,5.99,257,10,,,,,3,800,Clear,sky is clear,01n
2023-07-23,Sunday,84,1690088400,2023-07-23 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,75.27,,73.11,76.87,74.98,76.98,1013,,,93,3,249,4,,,,,100,804,Clouds,overcast clouds,04n
2023-07-24,Monday,71,1690174800,2023-07-24 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,80.22,,75.65,85.62,76.98,81.99,1016,,,86,1.99,314,3,,,,,2,800,Clear,sky is clear,01n
2023-07-25,Tuesday,57,1690261200,2023-07-25 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,80.22,,73.49,84.7,77.99,81.99,1019,,,80,1.99,229,4,,,,,1,800,Clear,sky is clear,01n
2023-07-26,Wednesday,82,1690347600,2023-07-26 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,80.4,,72.14,84.49,79.99,82.98,1019,,,76,1.99,210,4,,,,,1,800,Clear,sky is clear,01n
2023-07-27,Thursday,88,1690434000,2023-07-27 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,80.44,,70.57,83.95,79.99,82.98,1017,,,72,1.01,199,3,,,,,4,800,Clear,sky is clear,01n
2023-07-28,Friday,128,1690520400,2023-07-28 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,80.58,,71.13,84.36,79.99,83.98,1018,,,73,1.99,192,4,,,,,2,800,Clear,sky is clear,01n
2023-07-29,Saturday,161,1690606800,2023-07-29 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,82.24,,73.53,88.09,80.98,83.98,1018,,,75,4,212,5.99,,,,,11,801,Clouds,few clouds,02n
2023-07-30,Sunday,158,1690693200,2023-07-30 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,82.42,,74.08,88.74,81.99,84.97,1018,,,76,3,250,8.01,,,,,2,800,Clear,sky is clear,01n
2023-07-31,Monday,48,1690779600,2023-07-31 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,82,,71.67,86.67,80.98,82.98,1016,,,71,4,196,5.99,,,,,99,804,Clouds,overcast clouds,04n
2023-08-01,Tuesday,33,1690866000,2023-08-01 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,85.98,,77.92,98.26,85.98,85.98,1016,,,77,4.56,150,,,,,,86,804,Clouds,overcast clouds,04n
2023-08-02,Wednesday,53,1690952400,2023-08-02 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,85.98,,75.47,95.47,85.98,85.98,1016,,,71,1.01,187,1.99,,,,,31,802,Clouds,scattered clouds,03n
2023-08-03,Thursday,81,1691038800,2023-08-03 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,81.41,,73.11,86.54,80.98,84.97,1016,,,76,1.99,181,4,,,,,5,800,Clear,sky is clear,01n
2023-08-04,Friday,116,1691125200,2023-08-04 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,85.1,,75.87,94.51,83.98,85.98,1015,,,74,3,205,5.99,,,,,1,800,Clear,sky is clear,01n
2023-08-05,Saturday,139,1691211600,2023-08-05 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,86.13,,77.67,98.17,85.98,86.99,1014,,,76,7,244,10,,,,,13,801,Clouds,few clouds,02n
2023-08-06,Sunday,131,1691298000,2023-08-06 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,85.12,,76.69,95.4,84.97,86.99,1014,,,76,5.01,240,10,,,,,4,800,Clear,sky is clear,01n
2023-08-07,Monday,43,1691384400,2023-08-07 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,85.1,,76.68,95.36,83.98,85.98,1015,,,76,7,253,13,,,,,30,802,Clouds,scattered clouds,03n
2023-08-08,Tuesday,61,1691470800,2023-08-08 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,85.1,,75.06,93.72,83.98,85.98,1015,,,72,7,235,11.99,,,,,1,800,Clear,sky is clear,01n
2023-08-09,Wednesday,66,1691557200,2023-08-09 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,86.11,,78.82,98.71,84.97,86.99,1013,,,79,5.01,210,10,,,,,58,803,Clouds,broken clouds,04n
2023-08-10,Thursday,68,1691643600,2023-08-10 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,85.1,,77.07,95.77,83.98,85.98,1012,,,77,5.99,216,10,,,,,1,800,Clear,sky is clear,01n
2023-08-11,Friday,92,1691730000,2023-08-11 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,84.13,,76.14,93.2,83.98,84.97,1012,,,77,5.01,245,8.99,,,,,0,800,Clear,sky is clear,01n
2023-08-12,Saturday,112,1691816400,2023-08-12 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,85.1,,77.85,96.66,83.98,85.98,1014,,,79,5.99,247,8.99,,,,,0,800,Clear,sky is clear,01n
2023-08-13,Sunday,106,1691902800,2023-08-13 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,85.95,,77.88,98.15,83.98,86.99,1014,,,77,5.99,259,11.99,,,,,0,800,Clear,sky is clear,01n
2023-08-14,Monday,40,1691989200,2023-08-14 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,85.1,,73.78,92.55,83.98,85.98,1015,,,69,3,225,10,,,,,3,800,Clear,sky is clear,01n
2023-08-15,Tuesday,65,1692075600,2023-08-15 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,85.96,,76.71,96.78,84.97,86.99,1015,,,74,7,260,11.99,,,,,3,800,Clear,sky is clear,01n
2023-08-16,Wednesday,97,1692162000,2023-08-16 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,81.84,,71.92,86.58,74.98,83.98,1014,,,72,5.01,7,7,,,,,99,804,Clouds,overcast clouds,04n
2023-08-17,Thursday,101,1692248400,2023-08-17 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,82.09,,74.16,88.27,79.99,82.98,1012,,,77,4,246,5.01,,,,,4,800,Clear,sky is clear,01n
2023-08-18,Friday,123,1692334800,2023-08-18 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,83.25,,72.01,88.61,82.98,84.97,1012,,,69,5.99,239,8.99,,,,,0,800,Clear,sky is clear,01n
2023-08-19,Saturday,120,1692421200,2023-08-19 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,84.27,,73.42,91.06,83.98,85.98,1013,,,70,3,271,8.01,,,,,1,800,Clear,sky is clear,01n
2023-08-20,Sunday,162,1692507600,2023-08-20 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,86.13,,78.06,98.67,85.98,86.99,1013,,,77,3,193,8.99,,,,,17,801,Clouds,few clouds,02n
2023-08-21,Monday,46,1692594000,2023-08-21 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,86.27,,74.01,94.41,84.97,87.98,1015,,,67,7,94,13,,,,,11,801,Clouds,few clouds,02n
2023-08-22,Tuesday,69,1692680400,2023-08-22 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,83.28,,75.31,91.08,82.98,84.97,1016,,,77,8.01,124,13,,,,,100,804,Clouds,overcast clouds,04n
2023-08-23,Wednesday,46,1692766800,2023-08-23 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,82.36,,75.58,89.69,79.99,84.97,1014,,,80,1.01,280,1.99,,,,,1,800,Clear,sky is clear,01n
2023-08-24,Thursday,68,1692853200,2023-08-24 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,87.98,,74.26,97.02,87.98,87.98,1013,,,64,1.01,113,3,,,,,13,801,Clouds,few clouds,02n
2023-08-25,Friday,119,1692939600,2023-08-25 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,86.11,,77.25,97.63,84.97,86.99,1014,,,75,1.99,196,7,,,,,19,801,Clouds,few clouds,02n
2023-08-26,Saturday,144,1693026000,2023-08-26 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,83.21,,74.86,90.59,80.98,84.97,1013,,,76,4,305,5.99,,,,,11,801,Clouds,few clouds,02n
2023-08-27,Sunday,124,1693112400,2023-08-27 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,86.23,,69.73,90.82,84.97,87.98,1009,,,58,1.01,298,3,,,,,27,802,Clouds,scattered clouds,03n
2023-08-28,Monday,49,1693198800,2023-08-28 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,87.22,,72.61,94.37,83.98,88.99,1007,,,62,3,142,5.01,,,,,34,802,Clouds,scattered clouds,03n
2023-08-29,Tuesday,52,1693285200,2023-08-29 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,78.87,,76.35,78.87,77.99,78.98,1009,,,92,3,113,5.99,,,,,83,803,Clouds,broken clouds,04n
2023-08-30,Wednesday,63,1693371600,2023-08-30 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,78.26,,75.74,80.11,77.99,79.99,1006,,,92,5.01,350,8.01,,,,,30,802,Clouds,scattered clouds,03n
2023-08-31,Thursday,101,1693458000,2023-08-31 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,80.35,,69.24,83.39,76.98,82.98,1007,,,69,1.99,265,3,,,,,7,800,Clear,sky is clear,01n
2023-09-01,Friday,191,1693544400,2023-09-01 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,81.36,,69.78,84.88,78.98,83.98,1011,,,68,1.01,205,1.99,,,,,18,801,Clouds,few clouds,02n
2023-09-02,Saturday,103,1693630800,2023-09-02 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,82.11,,74.95,88.81,80.98,82.98,1015,,,79,5.01,126,11.99,,,,,26,802,Clouds,scattered clouds,03n
2023-09-03,Sunday,129,1693717200,2023-09-03 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,79.99,,75.07,79.99,79.99,79.99,1015,,,85,5.57,148,,,,,,33,802,Clouds,scattered clouds,03n
2023-09-04,Monday,104,1693803600,2023-09-04 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,82.08,,75.67,89.24,81.99,82.98,1013,,,81,3,160,5.99,,,,,19,801,Clouds,few clouds,02n
2023-09-05,Tuesday,42,1693890000,2023-09-05 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,78.24,,76.05,80.13,75.97,80.98,1013,,,93,3,174,5.01,,,,,32,802,Clouds,scattered clouds,03n
2023-09-06,Wednesday,60,1693976400,2023-09-06 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,77.67,,69.49,78.71,75.97,81.99,1014,,,76,4,163,8.01,,,,,10,800,Clear,sky is clear,01n
2023-09-07,Thursday,66,1694062800,2023-09-07 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,80.98,,74.23,86.38,80.98,82.98,1013,,,80,1.01,172,1.99,,,,,7,800,Clear,sky is clear,01n
2023-09-08,Friday,161,1694149200,2023-09-08 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,76.24,,74.07,77.94,74.98,77.99,1012,,,93,1.99,294,4,,,,,100,804,Clouds,overcast clouds,04n
2023-09-09,Saturday,172,1694235600,2023-09-09 05:00:00 +0000 UTC,-18000,Audubon Zoo,29.923733,-90.131407,78.24,,74.39,79.9,76.98,79.99,1011,,,88,1.99,60,3,,,,,39,802,Clouds,scattered clouds,03n
