dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1640995200,2022-01-01 00:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,75.97,,70.43,77.18,75.97,76.98,1007,,,83,1.99,155,5.01,,,,,29,802,Clouds,scattered clouds,03n
1640998800,2022-01-01 01:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,74.98,,70.84,76.28,74.98,75.97,1007,,,87,3,276,7,,,,,31,802,Clouds,scattered clouds,03n
1641002400,2022-01-01 02:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,73.98,,70.86,75.31,73.98,75.97,1007,,,90,1.99,313,10,,,,,63,803,Clouds,broken clouds,04n
1641006000,2022-01-01 03:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,73.98,,71.19,75.34,73.98,75.97,1007,,,91,3,314,10,,,,,100,804,Clouds,overcast clouds,04n
1641009600,2022-01-01 04:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,73.98,,71.19,75.34,73.98,75.97,1007,,,91,8.01,322,8.99,,,,,100,804,Clouds,overcast clouds,04n
1641013200,2022-01-01 05:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,74.98,,71.85,76.41,74.98,74.98,1007,,,90,4,313,8.99,,,,,95,804,Clouds,overcast clouds,04n
1641016800,2022-01-01 06:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,74.98,,71.85,76.41,74.98,74.98,1007,,,90,1.99,155,11.01,,,,,45,802,Clouds,scattered clouds,03n
1641020400,2022-01-01 07:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,73.98,,70.86,75.31,73.98,74.98,1006,,,90,3,96,8.99,32.77,,,,26,503,Rain,very heavy rain,10n
1641024000,2022-01-01 08:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,72.99,,70.52,74.3,72.99,73.98,1005,,,92,4,303,8.01,,,,,20,801,Clouds,few clouds,02n
1641027600,2022-01-01 09:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,72.99,,70.2,74.26,72.99,73.98,1005,,,91,5.01,276,13,,,,,22,801,Clouds,few clouds,02n
1641031200,2022-01-01 10:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,73.98,,70.86,75.31,73.98,73.98,1004,,,90,4,255,8.99,,,,,25,802,Clouds,scattered clouds,03n
1641034800,2022-01-01 11:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,73.98,,70.86,75.31,73.98,73.98,1004,,,90,4,285,11.01,,,,,29,802,Clouds,scattered clouds,03n
1641038400,2022-01-01 12:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,72.99,,69.87,74.21,72.99,73.98,1005,,,90,3,224,14,,,,,36,802,Clouds,scattered clouds,03n
1641042000,2022-01-01 13:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,73.98,,70.86,75.31,73.98,73.98,1005,,,90,8.01,312,13,,,,,42,802,Clouds,scattered clouds,03d
1641045600,2022-01-01 14:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,73.98,,70.52,75.25,73.98,73.98,1005,,,89,1.99,142,8.99,,,,,45,802,Clouds,scattered clouds,03d
1641049200,2022-01-01 15:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,74.98,,71.19,76.32,74.98,76.98,1006,,,88,5.01,257,18.01,,,,,53,803,Clouds,broken clouds,04d
1641052800,2022-01-01 16:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,76.98,,72.12,78.37,76.98,77.99,1007,,,85,8.01,308,13,,,,,37,802,Clouds,scattered clouds,03d
1641056400,2022-01-01 17:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,78.98,,72.64,78.98,78.98,78.98,1006,,,81,5.99,336,11.01,,,,,54,803,Clouds,broken clouds,04d
1641060000,2022-01-01 18:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,78.98,,72.28,78.98,78.98,78.98,1006,,,80,3,253,13,,,,,51,803,Clouds,broken clouds,04d
1641063600,2022-01-01 19:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,81.99,,72.07,86.85,78.98,81.99,1004,,,72,5.01,218,15.01,0.27,,,,45,500,Rain,light rain,10d
1641067200,2022-01-01 20:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,83.98,,72.72,90.12,79.99,83.98,1004,,,69,7,265,11.01,0.35,,,,29,500,Rain,light rain,10d
1641070800,2022-01-01 21:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,83.98,,71.4,89.2,79.99,83.98,1004,,,66,7,303,23,0.31,,,,27,500,Rain,light rain,10d
1641074400,2022-01-01 22:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,80.98,,68.56,83.93,78.98,80.98,1004,,,66,3,273,10,,,,,53,803,Clouds,broken clouds,04d
1641078000,2022-01-01 23:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,78.98,,68.36,78.98,77.99,78.98,1004,,,70,3,228,11.01,,,,,33,802,Clouds,scattered clouds,03d
1641081600,2022-01-02 00:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,74.98,,67.66,75.85,74.98,76.98,1005,,,78,3,256,5.99,,,,,29,802,Clouds,scattered clouds,03n
1641085200,2022-01-02 01:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,72.99,,66.81,73.8,72.99,75.97,1006,,,81,1.99,321,7,,,,,30,802,Clouds,scattered clouds,03n
1641088800,2022-01-02 02:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,70.99,,64.51,71.55,70.99,75.97,1006,,,80,1.99,335,8.99,,,,,33,802,Clouds,scattered clouds,03n
1641092400,2022-01-02 03:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,69.98,,64.24,70.54,69.98,75.97,1007,,,82,1.99,229,8.01,0.1,,,,36,500,Rain,light rain,10n
1641096000,2022-01-02 04:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,67.98,,63.64,68.52,67.98,74.98,1008,,,86,1.01,217,11.01,0.39,,,,36,500,Rain,light rain,10n
1641099600,2022-01-02 05:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,64.98,,61.66,65.35,64.98,74.98,1008,,,89,1.99,195,5.99,0.35,,,,22,500,Rain,light rain,10n
1641103200,2022-01-02 06:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,55.98,,50.23,55.08,55.98,74.98,1010,,,81,5.99,277,14,0.33,,,,30,500,Rain,light rain,10n
1641106800,2022-01-02 07:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,46.98,,42.4,44.65,46.98,73.98,1012,,,84,5.01,294,25.99,0.2,,,,31,500,Rain,light rain,10n
1641110400,2022-01-02 08:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,42.98,,37.87,38.21,42.98,73.98,1014,,,82,8.01,288,17,0.32,,,,43,500,Rain,light rain,10n
1641114000,2022-01-02 09:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,39.97,,34.32,39.97,39.97,73.98,1016,,,80,1.99,301,15.99,0.34,,,,43,500,Rain,light rain,10n
1641117600,2022-01-02 10:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,37.98,,32.05,34.09,37.98,72.99,1018,,,79,5.01,271,17,0.33,,,,61,500,Rain,light rain,10n
1641121200,2022-01-02 11:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,34.99,,28.92,29.79,34.99,72.99,1019,,,77,5.99,295,15.01,,,0.5,,49,600,Snow,light snow,13n
1641124800,2022-01-02 12:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,31.98,,28.96,27.05,31.98,72.99,1020,,,87,5.01,298,21.99,,,0.21,,62,600,Snow,light snow,13n
1641128400,2022-01-02 13:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,73.53,,72.01,75.04,68.99,75.76,1010,,,95,1.01,214,1.99,5.59,,,,57,502,Rain,heavy intensity rain,10d
1641132000,2022-01-02 14:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,28.98,,23.13,21.16,28.98,71.98,1024,,,76,8.01,293,17,2.79,,,,58,501,Rain,moderate rain,10d
1641135600,2022-01-02 15:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,28.98,,22.57,25.9,28.98,72.99,1026,,,74,3,274,10,,,0.74,,74,601,Snow,snow,13d
1641139200,2022-01-02 16:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,67.23,,56.71,66.88,29.98,75.34,1027,,,69,5.01,284,20,1.19,,,,89,501,Rain,moderate rain,10d
1641142800,2022-01-02 17:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,61.93,,49.21,60.78,31.98,70.45,1028,,,63,5.01,267,15.01,0.19,,,,100,500,Rain,light rain,10d
1641146400,2022-01-02 18:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,58.12,,44.76,56.5,32.99,63.34,1028,,,61,5.99,315,21.99,0.21,,,,100,500,Rain,light rain,10d
1641150000,2022-01-02 19:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,35.98,,24.08,30.97,35.98,59.99,1028,,,59,5.99,350,21.99,0.23,,,,100,500,Rain,light rain,10d
1641153600,2022-01-02 20:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,55.15,,39.76,52.99,37.98,58.98,1028,,,56,8.01,255,18.01,0.67,,,,100,500,Rain,light rain,10d
1641157200,2022-01-02 21:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,53.67,,37.92,51.33,39.97,56.97,1028,,,55,5.01,159,18.01,0.33,,,,100,500,Rain,light rain,10d
1641160800,2022-01-02 22:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,39.97,,25.92,37.29,39.97,53.98,1029,,,55,4,311,15.01,0.13,,,,99,500,Rain,light rain,10d
1641164400,2022-01-02 23:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,39.97,,25.92,32.45,39.97,45.99,1029,,,55,13,72,24,,,,,100,804,Clouds,overcast clouds,04d
1641168000,2022-01-03 00:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,38.98,,26.24,33.35,38.98,42.98,1030,,,58,8.01,76,15.99,,,,,100,804,Clouds,overcast clouds,04n
1641171600,2022-01-03 01:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,37.98,,26.46,32.13,37.98,40.98,1030,,,61,8.01,133,21.99,,,,,99,804,Clouds,overcast clouds,04n
1641175200,2022-01-03 02:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,36.99,,27,30.92,36.99,38.98,1031,,,65,8.01,68,23,,,,,92,804,Clouds,overcast clouds,04n
1641178800,2022-01-03 03:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,34.99,,26.56,27.93,34.99,36.99,1032,,,69,8.99,84,18.01,,,,,98,804,Clouds,overcast clouds,04n
1641182400,2022-01-03 04:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,33.98,,26.62,24.87,33.98,35.98,1032,,,72,13,68,23,,,,,66,803,Clouds,broken clouds,04n
1641186000,2022-01-03 05:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,33.98,,26.62,29.39,33.98,35.98,1033,,,72,5.01,78,15.01,,,,,36,802,Clouds,scattered clouds,03n
1641189600,2022-01-03 06:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,32.99,,26.06,23.61,32.99,34.99,1033,,,73,13,67,21,,,,,51,803,Clouds,broken clouds,04n
1641193200,2022-01-03 07:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,31.98,,26.06,24.82,31.98,34.99,1033,,,76,8.01,47,14,,,,,4,800,Clear,sky is clear,01n
1641196800,2022-01-03 08:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,30.97,,25.36,23.59,30.97,34.99,1033,,,77,8.01,105,13,,,,,6,800,Clear,sky is clear,01n
1641200400,2022-01-03 09:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,31.98,,25.48,26.22,31.98,34.99,1032,,,74,5.99,105,13,,,,,4,800,Clear,sky is clear,01n
1641204000,2022-01-03 10:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,29.98,,24.93,22.39,29.98,35.98,1032,,,79,8.01,61,15.99,,,,,3,800,Clear,sky is clear,01n
1641207600,2022-01-03 11:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,27.99,,24.76,24.78,27.99,35.98,1032,,,86,3,66,14,,,,,6,800,Clear,sky is clear,01n
1641211200,2022-01-03 12:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,26.98,,24.73,19.44,26.98,35.98,1033,,,90,7,359,15.99,,,,,5,800,Clear,sky is clear,01n
1641214800,2022-01-03 13:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,26.98,,24.26,21.16,26.98,35.98,1034,,,88,5.01,94,8.99,,,,,4,800,Clear,sky is clear,01d
1641218400,2022-01-03 14:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,28.98,,25.74,25.9,28.98,36.99,1034,,,86,3,99,8.01,,,,,6,800,Clear,sky is clear,01d
1641222000,2022-01-03 15:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,32.99,,27.21,29.21,32.99,37.98,1035,,,77,4,88,13,,,,,3,800,Clear,sky is clear,01d
1641225600,2022-01-03 16:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,36.99,,27.64,29.91,36.99,38.98,1035,,,67,10,79,15.99,,,,,0,800,Clear,sky is clear,01d
1641229200,2022-01-03 17:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,42.98,,28.02,39.96,39.97,42.98,1035,,,54,5.01,51,13,,,,,0,800,Clear,sky is clear,01d
1641232800,2022-01-03 18:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,46.98,,27.37,44.65,40.98,46.98,1033,,,45,5.01,78,13,,,,,0,800,Clear,sky is clear,01d
1641236400,2022-01-03 19:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,48.97,,28,45.95,42.98,48.97,1031,,,43,7,47,15.01,,,,,0,800,Clear,sky is clear,01d
1641240000,2022-01-03 20:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,47.98,,25.66,44.76,44.98,47.98,1030,,,40,7,88,13,,,,,0,800,Clear,sky is clear,01d
1641243600,2022-01-03 21:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,49.98,,25.59,49.66,46.98,49.98,1030,,,37,3,23,15.01,,,,,0,800,Clear,sky is clear,01d
1641247200,2022-01-03 22:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,49.98,,26.17,49.66,47.98,49.98,1029,,,38,3,90,8.01,,,,,0,800,Clear,sky is clear,01d
1641250800,2022-01-03 23:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,48.97,,26.46,48.97,47.98,48.97,1029,,,40,1.99,90,5.99,,,,,0,800,Clear,sky is clear,01d
1641254400,2022-01-04 00:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,43.99,,30.4,43.99,43.99,47.98,1029,,,58,1.99,54,3,,,,,0,800,Clear,sky is clear,01n
1641258000,2022-01-04 01:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,39.97,,31.12,38.34,39.97,47.98,1029,,,70,3,117,5.99,,,,,0,800,Clear,sky is clear,01n
1641261600,2022-01-04 02:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,46.6,,33.89,44.22,46.29,46.98,1028,,,61,5.01,125,7,,,,,0,800,Clear,sky is clear,01n
1641265200,2022-01-04 03:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,45.45,,33.21,43.61,45.18,45.99,1028,,,62,4,146,7,,,,,0,800,Clear,sky is clear,01n
1641268800,2022-01-04 04:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,44.62,,34.36,44.62,44.4,44.98,1027,,,67,1.01,169,8.01,,,,,0,800,Clear,sky is clear,01n
1641272400,2022-01-04 05:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,43.59,,34.47,42.44,43.32,43.99,1027,,,70,3,105,7,,,,,0,800,Clear,sky is clear,01n
1641276000,2022-01-04 06:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,35.98,,33.06,35.98,35.98,41.99,1028,,,89,1.99,144,15.01,,,,,0,800,Clear,sky is clear,01n
1641279600,2022-01-04 07:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,35.98,,33.33,35.98,35.98,39.97,1027,,,90,1.99,135,8.99,,,,,0,800,Clear,sky is clear,01n
1641283200,2022-01-04 08:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,37.98,,34.47,33.35,37.98,38.98,1027,,,87,5.99,71,8.01,,,,,0,800,Clear,sky is clear,01n
1641286800,2022-01-04 09:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,37.98,,34.18,34.09,37.98,37.98,1027,,,86,5.01,57,8.01,,,,,0,800,Clear,sky is clear,01n
1641290400,2022-01-04 10:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,38.98,,33.66,35.28,37.98,38.98,1026,,,81,5.01,140,8.01,,,,,0,800,Clear,sky is clear,01n
1641294000,2022-01-04 11:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,39.97,,32.04,37.29,37.98,39.97,1025,,,73,4,124,7,,,,,2,800,Clear,sky is clear,01n
1641297600,2022-01-04 12:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,37.98,,32.05,34.97,37.98,37.98,1025,,,79,4,79,5.99,,,,,99,804,Clouds,overcast clouds,04n
1641301200,2022-01-04 13:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,34.99,,31.33,32.7,34.99,38.98,1025,,,86,3,141,4,,,,,99,804,Clouds,overcast clouds,04d
1641304800,2022-01-04 14:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,41.65,,39.78,37.72,38.98,43.75,1026,,,93,5.99,171,7,,,,,95,804,Clouds,overcast clouds,04d
1641308400,2022-01-04 15:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,43.99,,33.75,41.92,39.97,43.99,1025,,,67,4,130,10,,,,,95,804,Clouds,overcast clouds,04d
1641312000,2022-01-04 16:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,47.16,,34.83,44.22,45.81,50.99,1025,,,62,6.11,99,,,,,,90,804,Clouds,overcast clouds,04d
1641315600,2022-01-04 17:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,50.58,,35.02,47.91,48.43,58.98,1024,,,55,4.47,115,,,,,,81,803,Clouds,broken clouds,04d
1641319200,2022-01-04 18:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,62.98,,47.98,61.7,48.97,62.98,1023,,,58,3,304,5.99,,,,,39,802,Clouds,scattered clouds,03d
1641322800,2022-01-04 19:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,63.99,,48,62.71,53.98,63.99,1021,,,56,1.99,173,13,,,,,9,800,Clear,sky is clear,01d
1641326400,2022-01-04 20:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,66.97,,48.27,65.77,53.98,66.97,1019,,,51,3,150,8.01,,,,,6,800,Clear,sky is clear,01d
1641330000,2022-01-04 21:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,66.97,,48.27,65.77,54.99,66.97,1018,,,51,5.01,156,10,,,,,10,800,Clear,sky is clear,01d
1641333600,2022-01-04 22:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,65.98,,48.38,64.78,54.99,65.98,1018,,,53,1.99,111,8.01,,,,,8,800,Clear,sky is clear,01d
1641337200,2022-01-04 23:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,63.99,,47.52,62.67,54.99,63.99,1017,,,55,3,136,11.01,,,,,16,801,Clouds,few clouds,02d
1641340800,2022-01-05 00:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,60.98,,48.74,59.79,52.99,60.98,1017,,,64,1.01,184,8.01,,,,,24,801,Clouds,few clouds,02n
1641344400,2022-01-05 01:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,57.97,,49.01,56.86,50.99,57.97,1017,,,72,1.01,179,4,,,,,23,801,Clouds,few clouds,02n
1641348000,2022-01-05 02:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,56.98,,50.2,56.05,49.98,56.98,1016,,,78,1.01,303,4,,,,,28,802,Clouds,scattered clouds,03n
1641351600,2022-01-05 03:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,56.98,,51.22,56.19,48.97,56.98,1016,,,81,5.95,167,,,,,,40,802,Clouds,scattered clouds,03n
1641355200,2022-01-05 04:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,54.99,,50.56,54.18,48.97,54.99,1016,,,85,5.28,170,,,,,,67,803,Clouds,broken clouds,04n
1641358800,2022-01-05 05:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,52.99,,49.84,52.18,48.97,52.99,1016,,,89,5.86,162,,,,,,94,804,Clouds,overcast clouds,04n
1641362400,2022-01-05 06:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,51.98,,50.02,51.24,48.97,51.98,1016,,,93,1.01,162,1.99,,,,,99,804,Clouds,overcast clouds,04n
1641366000,2022-01-05 07:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,50.4,,46.98,49.28,48.78,51.57,1019,,,88,1.01,155,3,,,,,97,804,Clouds,overcast clouds,04n
1641369600,2022-01-05 08:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,51.44,,48,50.41,50.29,52.32,1019,,,88,1.99,298,1.99,,,,,99,804,Clouds,overcast clouds,04n
1641373200,2022-01-05 09:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,52.5,,48.13,51.44,51.53,53.35,1018,,,85,3.53,154,,,,,,99,804,Clouds,overcast clouds,04n
1641376800,2022-01-05 10:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,54.32,,49.6,53.4,52.99,55.63,1018,,,84,1.01,237,1.99,0.13,,,,94,500,Rain,light rain,10n
1641380400,2022-01-05 11:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,55.11,,50.68,54.32,53.28,56.82,1017,,,85,1.01,247,1.99,,,,,94,804,Clouds,overcast clouds,04n
1641384000,2022-01-05 12:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,55.27,,51.78,54.64,54.99,55.83,1017,,,88,1.99,141,1.99,,,,,99,804,Clouds,overcast clouds,04n
1641387600,2022-01-05 13:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,55.44,,51.94,54.82,55.2,55.98,1018,,,88,1.99,189,4,,,,,100,804,Clouds,overcast clouds,04d
1641391200,2022-01-05 14:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,56.25,,52.43,55.65,55.98,56.68,1018,,,87,1.01,294,1.99,,,,,95,804,Clouds,overcast clouds,04d
1641394800,2022-01-05 15:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,53.98,,52,53.44,53.98,55.98,1015,,,93,5.14,112,,,,,,95,804,Clouds,overcast clouds,04d
1641398400,2022-01-05 16:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,60.98,,58.95,61.14,57.97,60.98,1015,,,93,1.99,118,7,,,,,85,804,Clouds,overcast clouds,04d
1641402000,2022-01-05 17:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,69.98,,61.7,70.2,59.99,69.98,1015,,,75,3,146,11.99,,,,,80,803,Clouds,broken clouds,04d
1641405600,2022-01-05 18:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,72.99,,60.53,73.04,61.99,72.99,1013,,,65,1.99,160,11.01,,,,,79,803,Clouds,broken clouds,04d
1641409200,2022-01-05 19:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,74.98,,57.74,74.77,63.99,74.98,1012,,,55,4,298,4,,,,,78,803,Clouds,broken clouds,04d
1641412800,2022-01-05 20:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,75.97,,57.63,75.76,64.98,75.97,1011,,,53,3,120,8.99,,,,,92,804,Clouds,overcast clouds,04d
1641416400,2022-01-05 21:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,76.98,,58.55,76.87,64.98,76.98,1010,,,53,1.99,143,8.99,,,,,16,801,Clouds,few clouds,02d
1641420000,2022-01-05 22:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,74.98,,58.24,74.82,64.98,74.98,1010,,,56,1.01,173,7,,,,,60,803,Clouds,broken clouds,04d
1641423600,2022-01-05 23:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,72.99,,59.22,72.9,63.99,72.99,1010,,,62,1.99,131,8.99,,,,,61,803,Clouds,broken clouds,04d
1641427200,2022-01-06 00:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,68.99,,59.59,68.97,61.99,68.99,1011,,,72,8.12,133,,,,,,45,802,Clouds,scattered clouds,03n
1641430800,2022-01-06 01:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,66.97,,59.9,67.05,59.99,66.97,1011,,,78,1.99,287,4,,,,,50,802,Clouds,scattered clouds,03n
1641434400,2022-01-06 02:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,63.99,,59.4,64.08,58.98,63.99,1012,,,85,1.99,251,3,,,,,51,803,Clouds,broken clouds,04n
1641438000,2022-01-06 03:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,62.98,,60.62,63.3,58.98,62.98,1012,,,92,1.01,195,3,,,,,59,803,Clouds,broken clouds,04n
1641441600,2022-01-06 04:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,63.99,,61.61,64.4,58.98,63.99,1012,,,92,1.99,175,3,,,,,51,803,Clouds,broken clouds,04n
1641445200,2022-01-06 05:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,62.98,,60.93,63.34,58.98,62.98,1012,,,93,1.01,242,4,,,,,42,802,Clouds,scattered clouds,03n
1641448800,2022-01-06 06:00:00 +0000 UTC,-21600,Audubon Zoo,29.923733,-90.131407,63.99,,62.22,64.51,59.99,63.99,1011,,,94,1.01,176,1.99,,,,,35,802,Clouds,scattered clouds,03n
