date,temp_mean,temp_min,temp_max,feels_like_mean,feels_like_min,feels_like_max,humidity_mean,wind_speed_mean,wind_speed_max,rain_sum,snow_sum,weather_main,weather_description,weather_icon
2021-10-17,64.47249999999998,55.98,72.07,63.40500000000001,54.93,70.72,59.208333333333336,10.992083333333335,NaN,0,0,Clear,sky is clear,01n
2021-10-18,66.38791666666667,56.98,77.99,65.72291666666668,55.96,77.65,63.708333333333336,4.578749999999999,NaN,0,0,Clouds,overcast clouds,04n
2021-10-19,68.44000000000001,57.97,83.98,69.05083333333333,57.85,87.24,77.20833333333333,2.707916666666667,14,0,0,Clouds,scattered clouds,03d
2021-10-20,74.35541666666667,65.98,85.98,76.47791666666667,66.74,92.26,83.41666666666667,4.343750000000001,NaN,6.74,0,Rain,light rain,10d
2021-10-21,74.23083333333334,64.98,84.97,76.23458333333332,65.64,88.9,82.70833333333333,2.9133333333333336,NaN,4.8500000000000005,0,Clouds,light rain,10d
2021-10-22,75.02375,64.98,87.98,77.02791666666666,65.64,94.21,81.875,3.623333333333333,NaN,0.8200000000000001,0,Clouds,broken clouds,04n
2021-10-23,75.64791666666667,68.99,84.97,77.92791666666666,70.02,94.69,87.125,3.13875,NaN,0.47,0,Clouds,overcast clouds,04d
2021-10-24,74.40291666666667,65.98,88.99,77.17041666666665,66.74,97.32,85.16666666666667,4.545416666666665,NaN,0.5700000000000001,0,Clouds,overcast clouds,04n
2021-10-25,79.56458333333335,73.98,88.99,83.59874999999998,75.54,99.07,85.375,2.7650000000000006,NaN,0,0,Clouds,scattered clouds,03d
2021-10-26,78.52166666666668,73.98,85.98,82.29083333333334,75.54,98.26,87.70833333333333,2.5050000000000003,NaN,0,0,Clouds,sky is clear,01n
2021-10-27,76.42375,73.98,80.83,77.75625,73.18,86.05,80.66666666666667,3.076666666666666,NaN,16.48,0,Clouds,light rain,10d
2021-10-28,66.27041666666668,55.98,75.97,65.0525,54.32,75.25,52.291666666666664,7.003749999999999,NaN,6.82,0,Clear,sky is clear,01d
2021-10-29,62.39625000000001,52.99,69.98,60.27041666666668,50.67,68.14,41.125,3.7525,NaN,0,0,Clouds,sky is clear,04d
2021-10-30,58.552916666666675,45.99,73.98,56.79250000000001,41.36,72.48,54.958333333333336,4.97,NaN,0,0,Clouds,sky is clear,01n
2021-10-31,64.72,55,81.99,63.951249999999995,54.19,81.34,64.125,3.0375,NaN,0,0,Clear,sky is clear,01n
2021-11-01,66.50500000000001,54.99,80.98,66.25874999999999,54.61,82.35,72,3.0245833333333336,NaN,0,0,Clear,sky is clear,01d
2021-11-02,67.78583333333334,57.97,81.99,68.16208333333334,57.81,84.06,81.25,2.641666666666666,NaN,0,0,Clear,sky is clear,01d
2021-11-03,64.94041666666668,57.97,71.98,65.32875,57.88,72.45,89.25,3.484166666666667,NaN,8.12,0,Clear,sky is clear,01n
2021-11-04,55.060833333333335,47.98,64.09,53.97083333333333,44.76,63.54,88.375,4.664999999999999,15.99,7.62,0,Clouds,overcast clouds,04d
2021-11-05,53.76458333333335,43.99,62.13,52.60500000000001,41.92,60.73,75.66666666666667,3.3754166666666663,NaN,0,0,Clouds,overcast clouds,04n
2021-11-06,57.62125000000001,44.98,66.97,56.60083333333335,43.07,65.91,72.875,4.207083333333333,15.99,0,0,Clouds,broken clouds,04n
2021-11-07,59.36000000000001,50.27,72.99,58.31791666666666,48.52,72.57,70.66666666666667,2.8808333333333334,NaN,0,0,Clear,sky is clear,01n
2021-11-08,61.5375,49.98,77.99,60.84166666666665,47.39,78.26,75.58333333333333,2.71875,NaN,0,0,Clear,sky is clear,01n
2021-11-09,63.668333333333344,52.93,77.99,63.43083333333333,51.64,78.35,78.66666666666667,3.29625,NaN,0,0,Clear,sky is clear,01n
2021-11-10,68.65041666666667,58.98,81.99,69.06333333333333,59,83.7,82.875,3.3783333333333334,NaN,0,0,Clouds,overcast clouds,04n
2021-11-11,69.33125000000001,65.98,73.98,69.98250000000002,66.7,74.3,85.5,3.3537500000000002,NaN,17.27,0,Clouds,scattered clouds,03n
2021-11-12,64.01666666666667,54.99,74.98,63.75791666666667,54.32,75.18,77.41666666666667,3.015416666666667,NaN,0,0,Clear,sky is clear,01n
2021-11-13,59.07916666666667,47.98,67.98,57.33041666666667,45.27,67.5,57.083333333333336,4.123333333333333,NaN,0,0,Clear,sky is clear,01d
2021-11-14,58.69083333333333,45.61,76.98,57.79708333333334,43.68,77.2,63.958333333333336,2.4483333333333333,NaN,0,0,Clear,sky is clear,01n
2021-11-15,65.29291666666667,50.47,80.98,65.17500000000001,48.88,83.48,78.16666666666667,3.9433333333333334,NaN,0,0,Clear,sky is clear,01n
2021-11-16,69.81541666666668,61.99,80.98,70.33625,62.35,83.03,82.08333333333333,3.4820833333333323,NaN,0,0,Clear,sky is clear,01n
2021-11-17,71.48208333333334,60.98,83.98,72.44,61.25,86.72,80.125,3.863333333333333,NaN,0.35,0,Clouds,scattered clouds,02n
2021-11-18,66.40666666666668,57.97,75.97,66.42625000000001,56.77,76.8,78.25,3.485416666666666,NaN,2.67,0,Clouds,scattered clouds,03n
2021-11-19,55.31541666666667,46.98,62.98,53.04374999999999,41.94,61.23,57.916666666666664,5.834583333333334,NaN,0,0,Clear,sky is clear,01d
2021-11-20,60.69333333333333,48.97,76.98,60.08874999999998,48.52,77.58,75.5,4.04625,NaN,0,0,Clear,sky is clear,01n
2021-11-21,69.39833333333334,62.98,80.98,70.09791666666666,63.39,85.1,87.70833333333333,2.8970833333333332,NaN,0.61,0,Clouds,sky is clear,01n
2021-11-22,62.688750000000006,53.98,74.98,61.869166666666665,52.56,75.79,68.33333333333333,3.080833333333333,NaN,1.7400000000000002,0,Clouds,overcast clouds,04n
2021-11-23,58.44916666666668,48.36,70.99,56.986250000000005,45.72,70.38,61.791666666666664,4.102083333333334,NaN,0,0,Clear,sky is clear,01n
